Name,Contact,Address,Website,Google Maps URL
Air filling and Puncture repair,,"Shop no 4,Tranquility commercial,yuthika corner, veerbhadra nagar,baner pune 45, Veerbhadra Nagar, Baner, Pune, Maharashtra 411069",,https://www.google.com/maps/place/Air+filling+and+Puncture+repair/data=!4m7!3m6!1s0x3bc2bff0dede03d3:0x154bda8d0251f243!8m2!3d18.5637064!4d73.7720568!16s%2Fg%2F11s894d47k!19sChIJ0wPe3vC_wjsRQ_JRAo3aSxU?authuser=0&hl=en&rclk=1
Repairs24 - Doorstep Car and Bike Service,08803776655,"Row House 2, Opposite Shivaani Residency Solitaire Villa, Road, near MITCON College Baner, Balewadi, Pune, Maharashtra 411045",,https://www.google.com/maps/place/Repairs24+-+Doorstep+Car+and+Bike+Service/data=!4m7!3m6!1s0x3bc2c1fe7b51c1f7:0x660431b7adfebf37!8m2!3d18.5765969!4d73.7648924!16s%2Fg%2F11pv2xl_70!19sChIJ98FRe_7BwjsRN7_-rbcxBGY?authuser=0&hl=en&rclk=1
Thorat Automobile,08669881993,"indira vasahat, Ganeshkhind Rd, near Hanuman mandir, Indira Gandhi Vasahat, Aundh, Pune, Maharashtra 411007",,https://www.google.com/maps/place/Thorat+Automobile/data=!4m7!3m6!1s0x3bc2bf0010e3c6a3:0x7ec0eaa533cd27b1!8m2!3d18.5523082!4d73.8168221!16s%2Fg%2F11z513mgkq!19sChIJo8bjEAC_wjsRsSfNM6XqwH4?authuser=0&hl=en&rclk=1
Metro Automobiles,08459160399,"Shop No:8, Bhau Patil Rd, opp. Shivaji Maharaj Garden, Bopodi, Pune, Maharashtra 411020",,https://www.google.com/maps/place/Metro+Automobiles/data=!4m7!3m6!1s0x3bc2bf4023aa5e99:0x1db21d31218ba6b8!8m2!3d18.5694464!4d73.8321526!16s%2Fg%2F11sg_ld805!19sChIJmV6qI0C_wjsRuKaLITEdsh0?authuser=0&hl=en&rclk=1
Frends Auto works and washing centre,,"Aundh Bremen chowk Rushi chowk aposte Aundh C.P offic, Maharashtra 411067",,https://www.google.com/maps/place/Frends+Auto+works+and+washing+centre/data=!4m7!3m6!1s0x3bc2bf851f3b9497:0xb0f68ca9f636dbea!8m2!3d18.5621698!4d73.8135716!16s%2Fg%2F11t9534qjq!19sChIJl5Q7H4W_wjsR6ts29qmM9rA?authuser=0&hl=en&rclk=1
Shree Yogiraj Auto Mobile Services,09764430804,"1, near Jakatnaka, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Shree+Yogiraj+Auto+Mobile+Services/data=!4m7!3m6!1s0x3bc2bf315146a2b3:0x733615b7f66551!8m2!3d18.5659973!4d73.8125598!16s%2Fg%2F11cmsffwn8!19sChIJs6JGUTG_wjsRUWX2txU2cwA?authuser=0&hl=en&rclk=1
Manish Automobiles,09371091668,"Shop No 5, Aundh Rd, near Ambedkar Chowk, opposite Icici Bank, QMTI quarters, Range Hills, Pune, Maharashtra 411020",,https://www.google.com/maps/place/Manish+Automobiles/data=!4m7!3m6!1s0x3bc2bf5a0287ffa1:0x4955e716c1cdf988!8m2!3d18.5620543!4d73.8359798!16s%2Fg%2F11s8zcfx06!19sChIJof-HAlq_wjsRiPnNwRbnVUk?authuser=0&hl=en&rclk=1
New bike point auto garage,09834663632,"Bapodi Gaothan, Bopodi, Pune, Maharashtra 411020",,https://www.google.com/maps/place/New+bike+point+auto+garage/data=!4m7!3m6!1s0x3bc2bf3ed836b2a9:0xf2d60e4a95a38b8b!8m2!3d18.572753!4d73.8337111!16s%2Fg%2F11k530fcwb!19sChIJqbI22D6_wjsRi4ujlUoO1vI?authuser=0&hl=en&rclk=1
Chetan Auto Works Puncture,09657501999,"HR86+2W9, Chattrapati Chowk, Ward No. 8, Aundh Gaon, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Chetan+Auto+Works+Puncture/data=!4m7!3m6!1s0x3bc2bf001deb1fd9:0xe637f8a3c9f3920f!8m2!3d18.5650006!4d73.8123982!16s%2Fg%2F11ldgvrcc0!19sChIJ2R_rHQC_wjsRD5LzyaP4N-Y?authuser=0&hl=en&rclk=1
A 1 Bike Garage,08390471119,"Shop No 2, Akanksha A, Bhau Patil Rd, near Bapodi Gaothan, Bapodi Gaothan, Bopodi, Pune, Maharashtra 411020",,https://www.google.com/maps/place/A+1+Bike+Garage/data=!4m7!3m6!1s0x3bc2bf5303b90739:0xb9fbab96a4d11815!8m2!3d18.5715208!4d73.833272!16s%2Fg%2F11s51v2pmz!19sChIJOQe5A1O_wjsRFRjRpJar-7k?authuser=0&hl=en&rclk=1
SAI AUTO WORKS,08180089911,"S, App Near Shivaji, 3, Sarkar Wada, Ward No. 8, Aundh Gaon, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/SAI+AUTO+WORKS/data=!4m7!3m6!1s0x3bc2bf316c664bc7:0x75381638e15af444!8m2!3d18.564864!4d73.8106712!16s%2Fg%2F1pp2vfh85!19sChIJx0tmbDG_wjsRRPRa4TgWOHU?authuser=0&hl=en&rclk=1
Laxmi Bike care,,"KALPATARU JADE, Baner, Pune, Maharashtra 411069",,https://www.google.com/maps/place/Laxmi+Bike+care/data=!4m7!3m6!1s0x3bc2bf0077cbc155:0x1c336949f073c3c7!8m2!3d18.5574002!4d73.7845244!16s%2Fg%2F11xkg3c2_w!19sChIJVcHLdwC_wjsRx8Nz8ElpMxw?authuser=0&hl=en&rclk=1
A1 BIKE GARAGE AND TYRE WORKS,09158351716,"Shop No 4, Chowk, Old Mumbai - Pune Hwy, near Bopodi, Gandhi Nagar, Khadki, Pune, Maharashtra 411003",,https://www.google.com/maps/place/A1+BIKE+GARAGE+AND+TYRE+WORKS/data=!4m7!3m6!1s0x3bc2bf667933c9e5:0xb396b46e9a156cb3!8m2!3d18.5719006!4d73.8371006!16s%2Fg%2F11y1znyzkj!19sChIJ5ckzeWa_wjsRs2wVmm60lrM?authuser=0&hl=en&rclk=1
Poona Automobiles,09579272123,"Shoo /A, Torna Appt, Bhua, 29, Bhau Patil Rd, Ward No. 8, Pragati Nagar, Bopodi, Pune, Maharashtra 411020",,https://www.google.com/maps/place/Poona+Automobiles/data=!4m7!3m6!1s0x3bc2bf51c7ec8443:0x3beff83397da9d87!8m2!3d18.565888!4d73.831547!16s%2Fg%2F11bv_dgnbp!19sChIJQ4Tsx1G_wjsRh53alzP47zs?authuser=0&hl=en&rclk=1
Sai Auto Service,09422310904,"Nirmal Housing Society, Kotbagi Hospital Ln, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Sai+Auto+Service/data=!4m7!3m6!1s0x3bc2bf2e4f6bbb23:0x85ccec646808307e!8m2!3d18.5635757!4d73.8047069!16s%2Fg%2F1tf22jmy!19sChIJI7trTy6_wjsRfjAIaGTszIU?authuser=0&hl=en&rclk=1
Ankita Garage,,"87/3, AIMS Rd, Ward No. 8, Aundh Gaon, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Ankita+Garage/data=!4m7!3m6!1s0x3bc2bf305fea9ccd:0xaa3fe67caedba0d9!8m2!3d18.561795!4d73.809409!16s%2Fg%2F11bx1hkywr!19sChIJzZzqXzC_wjsR2aDbrnzmP6o?authuser=0&hl=en&rclk=1
Shree Krishna Auto Garage,09881658089,"HRH6+PMP, Shree krishna auto garage opps famous katta famous chowk, New Sangavi, Pune, Maharashtra 411061",,https://www.google.com/maps/place/Shree+Krishna+Auto+Garage/data=!4m7!3m6!1s0x3bc2b9ecab55d05d:0x7286a8184bf4a03b!8m2!3d18.579331!4d73.8117085!16s%2Fg%2F11rr_s8wx8!19sChIJXdBVq-y5wjsRO6D0SxiohnI?authuser=0&hl=en&rclk=1
Tikhe Auto Care A complete 4 wheelers workshop,09960469414,"Apartment, S/r. 12, Spicer College Road, Chondhe Patil Nagar Rd, opp. Sunshine Riviera Society, Kohinoor Planet, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Tikhe+Auto+Care+A+complete+4+wheelers+workshop/data=!4m7!3m6!1s0x3bc2bf0478003249:0xec763347ad708a70!8m2!3d18.5673173!4d73.8175273!16s%2Fg%2F1pp2vk8tz!19sChIJSTIAeAS_wjsRcIpwrUczduw?authuser=0&hl=en&rclk=1
Shree auto craft,02025653043,"temple, Vishwa kamal bungalow, Senapati Bapat Rd, opp. chaturshingi, behind indraprastha hall, Range Hill Corner, Shivajinagar, Pune, Maharashtra 411016",,https://www.google.com/maps/place/Shree+auto+craft/data=!4m7!3m6!1s0x3bc2bf7ab476f443:0x7b144fa844de6297!8m2!3d18.5379061!4d73.8307928!16s%2Fg%2F11c5bljmq6!19sChIJQ_R2tHq_wjsRl2LeRKhPFHs?authuser=0&hl=en&rclk=1
RAM MOTORS,09011069037,"Kate Chowk, MS, opposite Sairaj Residency, New Sangavi, Pimpri-Chinchwad, Maharashtra 411061",,https://www.google.com/maps/place/RAM+MOTORS/data=!4m7!3m6!1s0x3bc2b8b7d39587b3:0x73a4ca8c4088349e!8m2!3d18.581793!4d73.8167186!16s%2Fg%2F1yg4dgxhl!19sChIJs4eV07e4wjsRnjSIQIzKpHM?authuser=0&hl=en&rclk=1
Shree Sai Garage & Service Center,08796817583,"Shop No 1, Shivramnagar New Sangvi, Pimple Gurav, Pune, Maharashtra 411061",https://www.vegoo.in/pune/sangavi/garages/shree-sai-garage-service-center-best-two-wheeler-repair-in-pimple-gurav-pune-bike-scooty-service-pimple-gurav-sangavi-pune,https://www.google.com/maps/place/Shree+Sai+Garage+%26+Service+Center/data=!4m7!3m6!1s0x3bc2b8b71aaaaaab:0x9e9855609e519f00!8m2!3d18.5810467!4d73.8215337!16s%2Fg%2F11k3x2yblg!19sChIJq6qqGre4wjsRAJ9RnmBVmJ4?authuser=0&hl=en&rclk=1
Kapil Auto Garage,09762817226,"Mangesh Society Road, behind Laxmi Palace, Ward No. 8, Aundh Gaon, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Kapil+Auto+Garage/data=!4m7!3m6!1s0x3bc2bf319b8b0db9:0x708e8383aeb913a2!8m2!3d18.5651336!4d73.8092744!16s%2Fg%2F11xrlzwgct!19sChIJuQ2LmzG_wjsRohO5roODjnA?authuser=0&hl=en&rclk=1
SANIF AUTO GARAGE,09369714317,"Medi point HospitalAundh, Shambhu Vihar Society, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/SANIF+AUTO+GARAGE/data=!4m7!3m6!1s0x3bc2bf001f4c4eab:0x2bd6ecb6347c51c3!8m2!3d18.563026!4d73.802078!16s%2Fg%2F11wqvz59qm!19sChIJq05MHwC_wjsRw1F8NLbs1is?authuser=0&hl=en&rclk=1
The Bike Shed,09767971071,"Shop no 1, near Ganpati Chowk, Pimple Nilakh, Pimpri-Chinchwad, Maharashtra 411027",,https://www.google.com/maps/place/The+Bike+Shed/data=!4m7!3m6!1s0x3bc2b92346f2daad:0x3e3e9e3c56cf5092!8m2!3d18.587892!4d73.7837908!16s%2Fg%2F11f66dc26x!19sChIJrdryRiO5wjsRklDPVjyePj4?authuser=0&hl=en&rclk=1
TVS Service - Kalamkar Motors,,"265, Varsha Park Rd, Shambhu Vihar Society, Varsha Park Society, Aundh, Pune, Maharashtra 411069",,https://www.google.com/maps/place/TVS+Service+-+Kalamkar+Motors/data=!4m7!3m6!1s0x3bc2bfab775e3057:0xeeba578f61be7455!8m2!3d18.5537799!4d73.8025176!16s%2Fg%2F11rr132cd7!19sChIJVzBed6u_wjsRVXS-YY9Xuu4?authuser=0&hl=en&rclk=1
Shree Ganesha Car Towing Service,09373233390,"Flat No. 1, Sayali Blossom, ITI Rd, near Titan Showroom, Sanewadi, Aundh, Pune, Maharashtra 411067",http://shreeganeshacartowingservices.com/,https://www.google.com/maps/place/Shree+Ganesha+Car+Towing+Service/data=!4m7!3m6!1s0x3bc2bf3b6492fd01:0xfe353c4d328536ae!8m2!3d18.554887!4d73.8086951!16s%2Fg%2F11stpjhh59!19sChIJAf2SZDu_wjsRrjaFMk08Nf4?authuser=0&hl=en&rclk=1
Om Tyres Aundh-Baner,09527101700,"Aundh - Baner Link Rd, near IRENE TOWER ALOMA COUNTY, Vidhate Colony, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Om+Tyres+Aundh-Baner/data=!4m7!3m6!1s0x3bc2b932c58dd2e9:0x4f3e7873fed7e28!8m2!3d18.5641962!4d73.7982348!16s%2Fg%2F11fjyx5kpz!19sChIJ6dKNxTK5wjsRKH7tP4fn8wQ?authuser=0&hl=en&rclk=1
Khan Auto Garage,07880487421,"Shop No 5, Kundan Prerana, Bhau Patil Rd, Chikhalwadi, Bopodi, Pune, Maharashtra 411020",,https://www.google.com/maps/place/Khan+Auto+Garage/data=!4m7!3m6!1s0x3bc2bf3a58dbf64f:0xb31a4bad2ca4da74!8m2!3d18.5664349!4d73.8317749!16s%2Fg%2F11sdpzjwp1!19sChIJT_bbWDq_wjsRdNqkLK1LGrM?authuser=0&hl=en&rclk=1
New Ride Car Care Car Garage,09175263843,"Gajanan housing society, Model Colony, Shivajinagar, Pune, Maharashtra 411016",http://www.newridecarcare.com/,https://www.google.com/maps/place/New+Ride+Car+Care+Car+Garage/data=!4m7!3m6!1s0x3bc2bf297613c1f1:0x14c174cf6577755a!8m2!3d18.5290809!4d73.8397148!16s%2Fg%2F11mqkrz60v!19sChIJ8cETdim_wjsRWnV3Zc90wRQ?authuser=0&hl=en&rclk=1
Shri Ram Service Center,07040101461,"Near idlifatroy, Spicer Rd, Sainath Colony, Old Sangvi, Pimpri-Chinchwad, Maharashtra 411027",https://www.shriramfinance.in/,https://www.google.com/maps/place/Shri+Ram+Service+Center/data=!4m7!3m6!1s0x3bc2bf3571228903:0x8ce97cae8402f715!8m2!3d18.570058!4d73.817426!16s%2Fg%2F1pp2vk7t3!19sChIJA4kicTW_wjsRFfcChK586Yw?authuser=0&hl=en&rclk=1
JAI GOVINDA AUTO,09960238240,"HRJ8+789, Shivaji Park Rd Number 2, Krishna Nagar, no 4, New Sangavi, Pune, Pimpri-Chinchwad, Maharashtra 411061",,https://www.google.com/maps/place/JAI+GOVINDA+AUTO/data=!4m7!3m6!1s0x3bc2b9bace88cd05:0x54d34873dba17c0e!8m2!3d18.5806745!4d73.8158513!16s%2Fg%2F11h58fnd4m!19sChIJBc2Izrq5wjsRDnyh23NI01Q?authuser=0&hl=en&rclk=1
KOHINOOR SERVICE CENTER,07057040082,"Shop No 4, Ambedkar Chowk, Aundh Rd, Bopodi, Pune, Maharashtra 411020",,https://www.google.com/maps/place/KOHINOOR+SERVICE+CENTER/data=!4m7!3m6!1s0x3bc2bfa8f496db05:0x45bd39234040f17d!8m2!3d18.5634687!4d73.8303919!16s%2Fg%2F11smjl6v56!19sChIJBduW9Ki_wjsRffFAQCM5vUU?authuser=0&hl=en&rclk=1
Balaji Automobiles,09970419966,"Opp,Green Park Hotel, Baner Rd, Pune, Maharashtra 411069",,https://www.google.com/maps/place/Balaji+Automobiles/data=!4m7!3m6!1s0x3bc2bf230f1593f9:0x59a471205cfdc290!8m2!3d18.5520087!4d73.8041565!16s%2Fg%2F1jgm600wn!19sChIJ-ZMVDyO_wjsRkML9XCBxpFk?authuser=0&hl=en&rclk=1
Valvoline Bike Xpert - Sudarshan Service Center,09822080255,"Shri Mahalakshmi Marg, near Mahalaxmi Temple, Ganesh Nagar, Sant Tukaram Nagar, New Sangavi, Pune, Pimpri-Chinchwad, Maharashtra 411061",https://www.valvoline.com/en-in,https://www.google.com/maps/place/Valvoline+Bike+Xpert+-+Sudarshan+Service+Center/data=!4m7!3m6!1s0x3bc2c787b8ea653b:0xf330f38faedffa16!8m2!3d18.5807224!4d73.8123552!16s%2Fg%2F11t8b9bwc6!19sChIJO2XquIfHwjsRFvrfro_zMPM?authuser=0&hl=en&rclk=1
Mauli Autoworks- Two Wheeler Service Centre,09119542421,"Shop No-7, JJ Heights, Pawar Nagar Lane Number 1, opposite Barish Hotel, Shinde Nagar, Mulanagar, Old Sangvi, Pimpri-Chinchwad, Maharashtra 411027",,https://www.google.com/maps/place/Mauli+Autoworks-+Two+Wheeler+Service+Centre/data=!4m7!3m6!1s0x3bc2bf71cf9ab233:0x931e63983808bd86!8m2!3d18.5715113!4d73.8231385!16s%2Fg%2F11n99vpd14!19sChIJM7Kaz3G_wjsRhr0IOJhjHpM?authuser=0&hl=en&rclk=1
A.M. Bike Garage,08149243040,"Shop No 1, Shalimar Society, near Ambedkar Chowk, Chikhalwadi, Bopodi, Pune, Maharashtra 411020",,https://www.google.com/maps/place/A.M.+Bike+Garage/data=!4m7!3m6!1s0x3bc2bf500f0f4aa3:0xb23ee6c74a719e45!8m2!3d18.5627364!4d73.8310152!16s%2Fg%2F11tdl6qx73!19sChIJo0oPD1C_wjsRRZ5xSsfmPrI?authuser=0&hl=en&rclk=1
Shetty's Maruti Service,09850462007,"Siddharth Nagar, Phase 2, Siddarth Nagar Society, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Shetty%27s+Maruti+Service/data=!4m7!3m6!1s0x3bc2bf34034bb353:0x1b0eefe392c06310!8m2!3d18.5664817!4d73.8144347!16s%2Fg%2F1tdq4g74!19sChIJU7NLAzS_wjsREGPAkuPvDhs?authuser=0&hl=en&rclk=1
Om Sainath Motors,09922862272,"near hdfc bank, Kawade Nagar, Trimurti Colony, Pimple Gurav, Pimpri-Chinchwad, Maharashtra 411061",,https://www.google.com/maps/place/Om+Sainath+Motors/data=!4m7!3m6!1s0x3bc2b8c5f6ebaf5d:0xc28e43890171f8d4!8m2!3d18.5837026!4d73.8116237!16s%2Fg%2F11fzf7z4k6!19sChIJXa_r9sW4wjsR1PhxAYlDjsI?authuser=0&hl=en&rclk=1
AABA PATIL GARAGE,07559456696,"Shop No 10 Renagenhalli, near Bank Of Baroda, Pune, Maharashtra 411007",,https://www.google.com/maps/place/AABA+PATIL+GARAGE/data=!4m7!3m6!1s0x3bc2bf5141fef74f:0xe5ec3649bf14866!8m2!3d18.5409211!4d73.8364559!16s%2Fg%2F11rqg7mr9m!19sChIJT_f-QVG_wjsRZkjxm2TDXg4?authuser=0&hl=en&rclk=1
Pawar auto garage,09730682007,"Pimple Gurav, Rajmata Jijau Marg, Ram Nagar, New Sangavi, Pune, Pimpri-Chinchwad, Maharashtra 411061",https://www.vegoo.in/pune/pimple-gurav/garages/pawar-auto-garage-best-bike-scooty-repair-in-pimple-gurav-pune-two-wheeler-service-new-sangavi-pimple-gurav-pune,https://www.google.com/maps/place/Pawar+auto+garage/data=!4m7!3m6!1s0x3bc2b9006b47c41f:0xf4e74a201b1fe3f2!8m2!3d18.5853313!4d73.8202795!16s%2Fg%2F11wr3y2lh4!19sChIJH8RHawC5wjsR8uMfGyBK5_Q?authuser=0&hl=en&rclk=1
Valvoline Bike Xpert - Ratan Enterprises,08796535332,"Survey no 387, Block no 25, Wadar housing society, Road, near Dr Homi Bhabha hospital, Gokhalenagar, Pune, Maharashtra 411016",https://www.valvoline.com/,https://www.google.com/maps/place/Valvoline+Bike+Xpert+-+Ratan+Enterprises/data=!4m7!3m6!1s0x3bc2bf5345325007:0x6073c786488097da!8m2!3d18.529164!4d73.832382!16s%2Fg%2F11rfmzkp_r!19sChIJB1AyRVO_wjsR2peASIbHc2A?authuser=0&hl=en&rclk=1
NILAKH BIKE SERVICE POINT,08698514181,"HQGQ+5Q6, Kranti Nagar, Ingawale Nagar, Pimple Nilakh, Pimpri-Chinchwad, Maharashtra 411027",,https://www.google.com/maps/place/NILAKH+BIKE+SERVICE+POINT/data=!4m7!3m6!1s0x3bc2b9bf9871138f:0x6d12ffea81e16bc8!8m2!3d18.5754096!4d73.7893781!16s%2Fg%2F11fjgnlsph!19sChIJjxNxmL-5wjsRyGvhger_Em0?authuser=0&hl=en&rclk=1
Revolt service Point S.B.ROAD,07420002021,"GRMG+7RM, 74, Mountain View Society Rd, Shivaji Co operative Housing Society, Bhageerath, Gokhalenagar, Pune, Maharashtra 411016",,https://www.google.com/maps/place/Revolt+service+Point+S.B.ROAD/data=!4m7!3m6!1s0x3bc2bfc00cd6dc37:0xe60ac408fe32b5!8m2!3d18.5331!4d73.8270566!16s%2Fg%2F11jsngspb_!19sChIJN9zWDMC_wjsRtTL-CMQK5gA?authuser=0&hl=en&rclk=1
Sky bike,08624888325,"473, deep bagla chowk, 16, Model Colony, Shivajinagar, Pune, Maharashtra 411016",,https://www.google.com/maps/place/Sky+bike/data=!4m7!3m6!1s0x3bc2bf537c11c271:0x8481ac759226099b!8m2!3d18.5298614!4d73.8354132!16s%2Fg%2F11p11dvv35!19sChIJccIRfFO_wjsRmwkmknWsgYQ?authuser=0&hl=en&rclk=1
Mauli Motors,09850111425,"Near River Side family Restaurant, Kohinoor Planet Society, Indian oil Petrol Pump, Spicer College, to, Chondhe Patil Nagar Rd, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Mauli+Motors/data=!4m7!3m6!1s0x3bc2bf35ed44c8ab:0x895924ea2ebfb8ed!8m2!3d18.5675414!4d73.8177283!16s%2Fg%2F11gdm6s8g4!19sChIJq8hE7TW_wjsR7bi_LuokWYk?authuser=0&hl=en&rclk=1
R. K. Auto Service,02025656640,"Annapurna, 1034, Sahasrabuddhe Rd, Model Colony, Shivajinagar, Pune, Maharashtra 411016",,https://www.google.com/maps/place/R.+K.+Auto+Service/data=!4m7!3m6!1s0x3bc2bf7f460089c5:0x8e0e241af4729bd!8m2!3d18.5293079!4d73.8367173!16s%2Fg%2F1s04fn_qz!19sChIJxYkARn-_wjsRvSlHr0Hi4Ag?authuser=0&hl=en&rclk=1
Surbhi Motor Driving School,08956140977,"Gitanjali Apartment, New DP Rd, below Vintage 7, nr. Medipoint Hospital, Shambhu Vihar Society, Aundh, Pune, Maharashtra 411067",http://www.surbhidrivingschool.com/,https://www.google.com/maps/place/Surbhi+Motor+Driving+School/data=!4m7!3m6!1s0x3bc2bf92c70f0ff1:0x772af1787bb55f2e!8m2!3d18.5634391!4d73.8025149!16s%2Fg%2F11ngsnnjjg!19sChIJ8Q8Px5K_wjsRLl-1e3jxKnc?authuser=0&hl=en&rclk=1
Rathod Auto Parts,09850050105,"22, Near Hanuman Temple, Aundh Gaon, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Rathod+Auto+Parts/data=!4m7!3m6!1s0x3bc2bf3140a4d6c1:0xa3fa07bad2289f35!8m2!3d18.5647582!4d73.8113323!16s%2Fg%2F1tdkkp0k!19sChIJwdakQDG_wjsRNZ8o0roH-qM?authuser=0&hl=en&rclk=1
Hyosung Service Point and Benelli Parts,09890824454,"5, Lane Number 5, Jaymala Nagar, Old Sangvi, Pimpri-Chinchwad, Maharashtra 411027",,https://www.google.com/maps/place/Hyosung+Service+Point+and+Benelli+Parts/data=!4m7!3m6!1s0x3bc2b93ce2cde8ab:0xdbd3ec8e008b1310!8m2!3d18.5692256!4d73.8254666!16s%2Fg%2F11tnjck0d4!19sChIJq-jN4jy5wjsREBOLAI7s09s?authuser=0&hl=en&rclk=1
J k automobiles,09010010174,"Utkarsh, Wakad Chowk Rd, Bhausaheb Kalate Nagar, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057",https://jkautomobiles.ccbp.tech/,https://www.google.com/maps/place/J+k+automobiles/data=!4m7!3m6!1s0x3bc2b90527d6faed:0xfbc340d6c9f93142!8m2!3d18.5948499!4d73.7640027!16s%2Fg%2F11vxjs2bb9!19sChIJ7frWJwW5wjsRQjH5ydZAw_s?authuser=0&hl=en&rclk=1
EV 2 Wheeler Multibrand Service Centre - EVERRON SOLUTIONS LLP,09011149707,"Shop no. 3, Ground Floor, Junawane Residency, near Gurudwara, Ward No. 8, Aundh Gaon, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/EV+2+Wheeler+Multibrand+Service+Centre+-+EVERRON+SOLUTIONS+LLP/data=!4m7!3m6!1s0x3bc2bf002c9e8b8b:0x1e4c30654984d9af!8m2!3d18.5646138!4d73.8095559!16s%2Fg%2F11mzch5_mx!19sChIJi4ueLAC_wjsRr9mESWUwTB4?authuser=0&hl=en&rclk=1
Shree Byke Point,08888455355,"5A, Pimple Saudagar Rd, opposite Vibgyor school, near Govind Garden, A-7, Pimple Saudagar, Pimpri-Chinchwad, Maharashtra 411027",,https://www.google.com/maps/place/Shree+Byke+Point/data=!4m7!3m6!1s0x3bc2b8e79d82db0d:0xa6c17e26984e4120!8m2!3d18.5950998!4d73.8036932!16s%2Fg%2F11c3vh0496!19sChIJDduCnee4wjsRIEFOmCZ-waY?authuser=0&hl=en&rclk=1
Aapno Garage (2 wheeler repair Rahatani),08087793070,"opp. Vaman Fashion, near Amardeep Colony, Madhuban Colony, Rahatani, Pune, Pimpri-Chinchwad, Maharashtra 411017",,https://www.google.com/maps/place/Aapno+Garage+%282+wheeler+repair+Rahatani%29/data=!4m7!3m6!1s0x3bc2b95fa58fed1d:0xbaf9d2684cb224ef!8m2!3d18.6059346!4d73.7829414!16s%2Fg%2F11hyxqkjc0!19sChIJHe2PpV-5wjsR7ySyTGjS-bo?authuser=0&hl=en&rclk=1
PMW Customs & two wheeler service station,07447474714,"Sangam Nagar, Old Sangvi, Pimpri-Chinchwad, Maharashtra 411027",,https://www.google.com/maps/place/PMW+Customs+%26+two+wheeler+service+station/data=!4m7!3m6!1s0x3bc2b9611317099d:0x4b80dd9369715aa5!8m2!3d18.5748162!4d73.8273854!16s%2Fg%2F11fqymgbjx!19sChIJnQkXE2G5wjsRpVpxaZPdgEs?authuser=0&hl=en&rclk=1
MSK Automobiles (Two-Wheeler Service & Wholesale Parts),09923249989,"Shop No.1, Datta Mandir Rd, next to Shree Datta Mandir, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057",,https://www.google.com/maps/place/MSK+Automobiles+%28Two-Wheeler+Service+%26+Wholesale+Parts%29/data=!4m7!3m6!1s0x3bc2b95fab9178f1:0x995195fb141ed7b4!8m2!3d18.5958996!4d73.7639108!16s%2Fg%2F11swvkr_cp!19sChIJ8XiRq1-5wjsRtNceFPuVUZk?authuser=0&hl=en&rclk=1
NikTuned Customs & motorcycle garage,09518935536,"beside Nutmeg arena turf, inside RR PERFORMANCE, Vishawshanti Colony, Shri Ram Colony, Pimple Saudagar, Pimpri-Chinchwad, Maharashtra 411027",,https://www.google.com/maps/place/NikTuned+Customs+%26+motorcycle+garage/data=!4m7!3m6!1s0x3bc2c77658edc55f:0x8aa62547e4394877!8m2!3d18.5996147!4d73.7986484!16s%2Fg%2F11fzqxw3t6!19sChIJX8XtWHbHwjsRd0g55Eclpoo?authuser=0&hl=en&rclk=1
MOTO VAULT Service - PUNE,08886635447,"S No 244/1, Plot no 6, Nr. Terezza Building, Vidhate Colony, Aundh, Pune, Maharashtra 411067",http://www.motovault.com/,https://www.google.com/maps/place/MOTO+VAULT+Service+-+PUNE/data=!4m7!3m6!1s0x3bc2bf34ed9537e9:0x84aec17d68d6c281!8m2!3d18.5626222!4d73.8003224!16s%2Fg%2F11kbb33ql_!19sChIJ6TeV7TS_wjsRgcLWaH3BroQ?authuser=0&hl=en&rclk=1
Shree varad laxmi motors,07038521844,"Sr no 8, chondhe patil sports zone, near prism society, Rohan Nilay, Aundh, Pune, Maharashtra 411067",,https://www.google.com/maps/place/Shree+varad+laxmi+motors/data=!4m7!3m6!1s0x3bc2bf027b1f93c1:0x5b831c9480708484!8m2!3d18.5662173!4d73.8153558!16s%2Fg%2F11x2dqt7vp!19sChIJwZMfewK_wjsRhIRwgJQcg1s?authuser=0&hl=en&rclk=1
